normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
spider man,Spider Man,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spider+Man&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spider man freundoder feind,Spider Man Freundoder Feind,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spider+Man+Freundoder+Feind&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spiel beenden,SPIEL BEENDEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=SPIEL+BEENDEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spiel fortsetzen,SPIEL FORTSETZEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=SPIEL+FORTSETZEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spiel verlassen,SPIEL VERLASSEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=SPIEL+VERLASSEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spielfigur,Spielfigur,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spielfigur&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spielstand laden,SPIELSTAND LADEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=SPIELSTAND+LADEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spielstand speichern,SPIELSTAND SPEICHERN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=SPIELSTAND+SPEICHERN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
splinter cell,Splinter Cell DVD,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Splinter+Cell+DVD&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
splinter cell chaos theory,Splinter Cell Chaos Theory,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Splinter+Cell+Chaos+Theory&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
splinter cell s chaos theory,Splinter Cell's Chaos Theory,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Splinter+Cell%27s+Chaos+Theory&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spore,Spore,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spore&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spore labor kreaturen designer,Spore Labor Kreaturen Designer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spore+Labor+Kreaturen+Designer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sportschiessen,Sportschiessen,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sportschiessen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spreng,demo spreng,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=demo+spreng&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spy bot search destroy,Spy Bot Search & Destroy,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spy+Bot+Search+%26+Destroy&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spybot search destroy,Spybot Search Destroy,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spybot+Search+Destroy&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
spybot search destroy 1 6,Spybot Search & Destroy 1 6,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spybot+Search+%26+Destroy+1+6&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
squirm,Squirm,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Squirm&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
stalker shadowof chernobylv10005,Stalker Shadowof Chernobylv10005,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Stalker+Shadowof+Chernobylv10005&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
stalkershadowof chernobylv,STALKERShadowof Chernobylv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=STALKERShadowof+Chernobylv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
stalkerv10003v10004v10005,STALKERv10003v10004v10005,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=STALKERv10003v10004v10005&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
stamina digit,stamina digit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=stamina+digit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star assault,Star Assault,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Assault&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star craft,Star Craft,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Craft&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star force vista,Star Force Vista Update,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Force+Vista+Update&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars,Star Wars,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars battlefront v 1,Star Wars Battlefront v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Battlefront+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars battlefrontv,Star Wars Battlefrontv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Battlefrontv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Empireat+War+Forcesof+Corruption&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars empireat war leveleditor,Star Wars Empireat War Leveleditor,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Empireat+War+Leveleditor&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars empireat warv,Star Wars Empireat Warv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Empireat+Warv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wars rep,Star Wars Rep,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Star+Wars+Rep&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
star wolves2,Star Wolves2,unmatched,low,no confident Wikimedia match,
starlight racing,Starlight Racing,unmatched,low,no confident Wikimedia match,
startgeld,Startgeld,unmatched,low,no confident Wikimedia match,
still life2,Still Life2,unmatched,low,no confident Wikimedia match,
stonechecker,Stonechecker,unmatched,low,no confident Wikimedia match,
stonechecker 3,Stonechecker 3,unmatched,low,no confident Wikimedia match,
strategic commandv,Strategic Commandv,unmatched,low,no confident Wikimedia match,
stromberg broist krieg,Stromberg Broist Krieg,unmatched,low,no confident Wikimedia match,
stronghold legendsv,Stronghold Legendsv,unmatched,low,no confident Wikimedia match,
stronghold2v14,Stronghold2v14,unmatched,low,no confident Wikimedia match,
sudden strike3 armsfor victory ardennen offensive,Sudden Strike3 Armsfor Victory Ardennen Offensive,unmatched,low,no confident Wikimedia match,
sudden strike3 armsfor victoryv131,Sudden Strike3 Armsfor Victoryv131,unmatched,low,no confident Wikimedia match,
sudoko meister,Sudoko Meister,unmatched,low,no confident Wikimedia match,
super nautica,Super Nautica,unmatched,low,no confident Wikimedia match,
supreme commander forged alliancev153596aufv153599,Supreme Commander Forged Alliancev153596aufv153599,unmatched,low,no confident Wikimedia match,
supreme commanderv,Supreme Commanderv,unmatched,low,no confident Wikimedia match,
supreme ruler2020,Supreme Ruler2020,unmatched,low,no confident Wikimedia match,
surf attack,Surf Attack,unmatched,low,no confident Wikimedia match,
sven kommt,Sven kommt,unmatched,low,no confident Wikimedia match,
swordofthe stars,Swordofthe Stars,unmatched,low,no confident Wikimedia match,
syberia2 lsungsbuch,Syberia2 Lsungsbuch,unmatched,low,no confident Wikimedia match,
syberiainkl lsungsbuch,Syberiainkl Lsungsbuch,unmatched,low,no confident Wikimedia match,
t main window window title,T Main Window Window Title,unmatched,low,no confident Wikimedia match,
t window window title,T Update Window Window Title,unmatched,low,no confident Wikimedia match,
takatis,Takatis,unmatched,low,no confident Wikimedia match,
take command second manassasv,Take Command Second Manassasv,unmatched,low,no confident Wikimedia match,
taleofa hero,Taleofa Hero,unmatched,low,no confident Wikimedia match,
taxi 3 extreme rush,Taxi 3 Extreme Rush,unmatched,low,no confident Wikimedia match,
taxi raser,Taxi Raser,unmatched,low,no confident Wikimedia match,
tcp optimizer,tcp optimizer,unmatched,low,no confident Wikimedia match,
team hawaii double crossfire,Team Hawaii Double Crossfire,unmatched,low,no confident Wikimedia match,
team hawaii eifel run,Team Hawaii Eifel Run,unmatched,low,no confident Wikimedia match,
team speak 2,Team Speak 2,unmatched,low,no confident Wikimedia match,
team speak2,Team Speak2,unmatched,low,no confident Wikimedia match,
teamauswahl,Teamauswahl,unmatched,low,no confident Wikimedia match,
technik video ruby whiteout,Technik Video Ruby Whiteout,unmatched,low,no confident Wikimedia match,
tell das spielzum film,Tell Das Spielzum Film,unmatched,low,no confident Wikimedia match,
tennis powerball,Tennis Powerball,unmatched,low,no confident Wikimedia match,
test nowego buttona styl 2,test nowego buttona styl 2,unmatched,low,no confident Wikimedia match,
testabellen,Testabellen,unmatched,low,no confident Wikimedia match,
the avastar,The Avastar,unmatched,low,no confident Wikimedia match,
the avastar zeitungfr second life,The Avastar Zeitungfr Second Life,unmatched,low,no confident Wikimedia match,
the chroniclesof spellborn,The Chroniclesof Spellborn,unmatched,low,no confident Wikimedia match,
the elder scrolls oblivionv,The Elder Scrolls Oblivionv,unmatched,low,no confident Wikimedia match,
the elder scrolls3 morrowind gameofthe year,The Elder Scrolls3 Morrowind Gameofthe Year Edition,unmatched,low,no confident Wikimedia match,
the fall last daysof gaiav,The Fall Last Daysof Gaiav,unmatched,low,no confident Wikimedia match,
the momentof silence,The Momentof Silence,unmatched,low,no confident Wikimedia match,
the movies v,The Movies v,unmatched,low,no confident Wikimedia match,
the sagaof ryzom,The Sagaof Ryzom,unmatched,low,no confident Wikimedia match,
the secretof ad island,The Secretof Ad Island,unmatched,low,no confident Wikimedia match,
the secretsof da vinci,The Secretsof Da Vinci,unmatched,low,no confident Wikimedia match,
the settlers riseofan empire,The Settlers Riseofan Empire,unmatched,low,no confident Wikimedia match,
the witcher adventure editor v 1,The Witcher Adventure Editor v 1,unmatched,low,no confident Wikimedia match,
the witcher adventure editorv13,The Witcher Adventure Editorv13,unmatched,low,no confident Wikimedia match,
theatreof war,Theatreof War,unmatched,low,no confident Wikimedia match,
theseus returnofthe hero,Theseus Returnofthe Hero,unmatched,low,no confident Wikimedia match,
thirsty punk,Thirsty Punk,unmatched,low,no confident Wikimedia match,
thrillville verrckte achterbahn,Thrillville Verrckte Achterbahn,unmatched,low,no confident Wikimedia match,
tiger woods pgatour08,Tiger Woods PGATour08,unmatched,low,no confident Wikimedia match,
timanfaya verschollen in den feuerbergen,Timanfaya Verschollen in den Feuerbergen,unmatched,low,no confident Wikimedia match,
timanfaya verscholleninden feuerbergen,Timanfaya Verscholleninden Feuerbergen,unmatched,low,no confident Wikimedia match,
time shiftv12,Time Shiftv12,unmatched,low,no confident Wikimedia match,
tips einblenden,Tips einblenden,unmatched,low,no confident Wikimedia match,
tischfuball,Tischfuball,unmatched,low,no confident Wikimedia match,
titan questv,Titan Questv,unmatched,low,no confident Wikimedia match,
tmntteenage mutant ninja turtles,TMNTTeenage Mutant Ninja Turtles,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=TMNTTeenage+Mutant+Ninja+Turtles&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
tom clancy s ghost recon 2,Tom Clancy's Ghost Recon 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancy%27s+Ghost+Recon+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancy s ghost recon advanced warfighter,Tom Clancy's Ghost Recon Advanced Warfighter,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancy%27s+Ghost+Recon+Advanced+Warfighter&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancy s ghost recon advanced warfighter 2v 1,Tom Clancy's Ghost Recon Advanced Warfighter 2 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancy%27s+Ghost+Recon+Advanced+Warfighter+2+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancy s splinter cell chaos theory,Tom Clancy's Splinter Cell Chaos Theory,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancy%27s+Splinter+Cell+Chaos+Theory&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys ghost recon advanced warfighter,Tom Clancys Ghost Recon Advanced Warfighter,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Ghost+Recon+Advanced+Warfighter&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys ghost recon advanced warfighter2v102,Tom Clancys Ghost Recon Advanced Warfighter2v102,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Ghost+Recon+Advanced+Warfighter2v102&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys ghost recon advanced warfighter2v104,Tom Clancys Ghost Recon Advanced Warfighter2v104,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Ghost+Recon+Advanced+Warfighter2v104&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys ghost recon advanced warfighterv,Tom Clancys Ghost Recon Advanced Warfighterv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Ghost+Recon+Advanced+Warfighterv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys rainbow six vegas,Tom Clancys Rainbow Six Vegas,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Rainbow+Six+Vegas&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys rainbow six vegasv,Tom Clancys Rainbow Six Vegasv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Rainbow+Six+Vegasv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys rainbow six vegasv105,Tom Clancys Rainbow Six Vegasv105,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Rainbow+Six+Vegasv105&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys splinter cell,Tom Clancys Splinter Cell,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Splinter+Cell&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys splinter cell conviction,Tom Clancys Splinter Cell Conviction,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Splinter+Cell+Conviction&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys splinter cell double agent,Tom Clancys Splinter Cell Double Agent,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Splinter+Cell+Double+Agent&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys splinter cell double agentv,Tom Clancys Splinter Cell Double Agentv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Splinter+Cell+Double+Agentv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tom clancys splinter cell pandora tomorrow,Tom Clancys Splinter Cell Pandora Tomorrow,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Splinter+Cell+Pandora+Tomorrow&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider,Tomb Raider,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q317620%7CQ28489891%7CQ270503%7CQ1757876%7CQ137320666%7CQ464014%7CQ665785&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
tomb raider 2,Tomb Raider 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider 3,Tomb Raider 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider 4 the last revelation,Tomb Raider 4 The Last Revelation,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+4+The+Last+Revelation&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider anniversary,Tomb Raider Anniversary,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+Anniversary&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider legend,Tomb Raider Legend,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+Legend&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider legend spieltricks,Tomb Raider Legend Spieltricks,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+Legend+Spieltricks&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider legendv,Tomb Raider Legendv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+Legendv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider underworld,Tomb Raider - Underworld,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+-+Underworld&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tomb raider underworld v 1,Tomb Raider - Underworld v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tomb+Raider+-+Underworld+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tony hawk underground 2,Tony Hawk Underground 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tony+Hawk+Underground+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tony hawks project,Tony Hawks Project,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q2287952&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
tony hawks proving ground,Tony Hawks Proving Ground,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tony+Hawks+Proving+Ground&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tooltip handler for armor,tooltip handler for : ARMOR,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+ARMOR&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tooltip handler for health,tooltip handler for : HEALTH,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+HEALTH&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tooltip handler for lightlevel,tooltip handler for : LIGHTLEVEL,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+LIGHTLEVEL&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tooltip handler for soundlevel,tooltip handler for : SOUNDLEVEL,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+SOUNDLEVEL&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tooltip handler for stamina,tooltip handler for : STAMINA,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+STAMINA&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
top spin,Top Spin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Top+Spin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
topdemos,Topdemos,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Topdemos&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
torchance,Torchance,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Torchance&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
torchance2009,Torchance 2009,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Torchance+2009&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tortuga two treasures,Tortuga Two Treasures,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tortuga+Two+Treasures&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
torus trooper,Torus Trooper,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Torus+Trooper&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
total overdose,Total Overdose,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Total+Overdose&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
toucan,Toucan,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Toucan&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania nations,Trackmania Nations,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Nations&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania nations eswc,Trackmania Nations ESWC,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Nations+ESWC&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania nations forever,Trackmania Nations Forever,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Nations+Forever&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania orig ext ver,Trackmania Orig Ext Ver,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Orig+Ext+Ver&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania sunrise,Trackmania Sunrise,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q4051689%7CQ53673309&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
trackmania sunrise ex upgr,Trackmania Sunrise Ex Upgr,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Sunrise+Ex+Upgr&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania united,Trackmania United,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+United&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmania v 1 50 1,Trackmania v 1 50 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+v+1+50+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmaniav150152,Trackmaniav150152,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmaniav150152&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trainz railroad sim,Trainz Railroad Sim,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trainz+Railroad+Sim&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
transaction value,transaction value,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=transaction+value&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
transformers the,Transformers The Game,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Transformers+The+Game&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
transformers the gameplay,Transformers The Game Gameplay,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Transformers+The+Game+Gameplay&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
transformers the intro,Transformers The Game Intro,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Transformers+The+Game+Intro&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
treasure island,Treasure Island,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Treasure+Island&language=en&type=item&limit=7&format=json: <urlopen error _ssl.c:1063: The handshake operation timed out>,
treasure island v 1,Treasure Island v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Treasure+Island+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
treasure islandv1002,Treasure Islandv1002,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Treasure+Islandv1002&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trials 2 second,Trials 2 Second Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trials+2+Second+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trials2 second,Trials2 Second Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trials2+Second+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tribal trouble,Tribal Trouble,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tribal+Trouble&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tribes vengeance,Tribes Vengeance,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tribes+Vengeance&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tribunal,Tribunal,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tribunal&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trommy,Trommy,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trommy&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
