game_id,normalized_title,representative_title,cluster_title,match_status,match_confidence,canonical_title,canonical_slug,alias_match_status,alias_match_confidence,alias_canonical_title,alias_canonical_slug,alias_rejection_notes
showkampf,show kampf,Show KAMPF,Show KAMPF,unmatched,low,,,unmatched,low,,,
showkampfexpneeded,show kampfexp needed,Show KAMPFExp Needed,Show KAMPF Exp Needed,unmatched,low,,,unmatched,low,,,
showkraftexpneeded,show kraftexp needed,Show KRAFTExp Needed,Show KRAFT Exp Needed,unmatched,low,,,unmatched,low,,,
showmachinenpistolen,show machinenpistolen,Show MACHINENPISTOLEN,Show MACHINENPISTOLEN,unmatched,low,,,unmatched,low,,,
showmachinenpistolenxpneeded,show machinenpistolenxp needed,Show MACHINENPISTOLENxp Needed,Show MACHINENPISTOLE Nxp Needed,unmatched,low,,,unmatched,low,,,
shownahkampf,show nahkampf,Show NAHKAMPF,Show NAHKAMPF,unmatched,low,,,unmatched,low,,,
shownahkampfexpneeded,show nahkampfexp needed,Show NAHKAMPFExp Needed,Show NAHKAMPF Exp Needed,unmatched,low,,,unmatched,low,,,
showpistolen,show pistolen,Show PISTOLEN,Show PISTOLEN,unmatched,low,,,unmatched,low,,,
showpistolenexpneeded,show pistolenexp needed,Show PISTOLENExp Needed,Show PISTOLEN Exp Needed,unmatched,low,,,unmatched,low,,,
showschottflinten,show schottflinten,Show SCHOTTFLINTEN,Show SCHOTTFLINTEN,unmatched,low,,,unmatched,low,,,
showschottflintenxpneeded,show schottflintenxp needed,Show SCHOTTFLINTENxp Needed,Show SCHOTTFLINTE Nxp Needed,unmatched,low,,,unmatched,low,,,
showtarnung,show tarnung,Show TARNUNG,Show TARNUNG,unmatched,low,,,unmatched,low,,,
showtarnungexpneeded,show tarnungexp needed,Show TARNUNGExp Needed,Show TARNUNG Exp Needed,unmatched,low,,,unmatched,low,,,
showtechnik,show technik,Show TECHNIK,Show TECHNIK,unmatched,low,,,unmatched,low,,,
showtechnikxpneeded,show technikxp needed,Show TECHNIKxp Needed,Show TECHNI Kxp Needed,unmatched,low,,,unmatched,low,,,
shrekderdritte,shrekder dritte,Shrekder Dritte,Shrekder Dritte,unmatched,low,,,unmatched,low,,,
sidmeierscivilization4,sid meier s civilization 4,Sid Meier's Civilization 4,Sid Meiers Civilization 4,unmatched,low,,,unmatched,low,,,
sidmeierscivilization4,sid meiers civilization4,Sid Meiers Civilization4,Sid Meiers Civilization 4,unmatched,low,,,unmatched,low,,,
sidmeierscivilization4beyondthesword,sid meiers civilization4 beyondthe swordv303,Sid Meiers Civilization4 Beyondthe Swordv303,Sid Meiers Civilization 4 Beyond the Sword,unmatched,low,,,,,,,
sidmeierscivilization4fallfromheaven20,sid meier s civilization 4 fall from heaven 2 0,Sid Meier's Civilization 4 - Fall from Heaven 2 0,Sid Meier's Civilization 4 - Fall from Heaven 2 0,unmatched,low,,,unmatched,low,,,
sidmeierscivilizationbeyondthesword,sid meiers civilization beyond the sword,Sid Meiers Civilization Beyond The Sword,Sid Meiers Civilization Beyond The Sword,unmatched,low,,,unmatched,low,,,
sidmeierspirates,sid meier s pirates,Sid Meier's Pirates,Sid Meier's Pirates!,unmatched,low,,,unmatched,low,,,
sidmeierspirates,sid meier s pirates,Sid Meier's Pirates!,Sid Meier's Pirates!,unmatched,low,,,unmatched,low,,,
sidmeiersrailroads,sid meiers railroads,Sid Meiers Railroads,Sid Meiers Railroads,unmatched,low,,,unmatched,low,,,
sidmeiersrailroads,sid meiers railroadsv,Sid Meiers Railroadsv,Sid Meiers Railroads,unmatched,low,,,unmatched,low,,,
siedlerdaserbederkonige,siedler das erbe der k nige,Siedler Das Erbe der Könige,Siedler Das Erbe der Könige,unmatched,low,,,unmatched,low,,,
siegeofavalon,siege of avalon,Siege of Avalon,Siege of Avalon,unmatched,low,,,unmatched,low,,,
silencer0,silencer 0,silencer 0,silencer 0,unmatched,low,,,unmatched,low,,,
silencer1,silencer 1,silencer 1,silencer 1,unmatched,low,,,unmatched,low,,,
silencer2,silencer 2,silencer 2,silencer 2,unmatched,low,,,unmatched,low,,,
silenthunter3,silent hunter 3,Silent Hunter 3,Silent Hunter 3,unmatched,low,,,unmatched,low,,,
silenthunter3,silent hunter 3v 1,Silent Hunter 3 v 1,Silent Hunter 3,unmatched,low,,,,,,,
silenthunter4wolvesofthepacific,silent hunter4 wolvesofthe pacificv12,Silent Hunter4 Wolvesofthe Pacificv12,Silent Hunter 4 Wolves of the Pacific,unmatched,low,,,,,,,
silenthunterwolvesofthepacific,silent hunter wolves of the pacific,Silent Hunter Wolves Of The Pacific,Silent Hunter Wolves of the Pacific,unmatched,low,,,unmatched,low,,,
silenthunterwolvesofthepacific,silent hunter wolves of the pacificv,Silent Hunter Wolves Of The Pacificv,Silent Hunter Wolves of the Pacific,unmatched,low,,,unmatched,low,,,
silenthunterwolvesofthepacific,silent hunter wolvesofthe pacificv,Silent Hunter Wolvesofthe Pacificv,Silent Hunter Wolves of the Pacific,unmatched,low,,,unmatched,low,,,
silenthunterwolvesofthepacificsprach,silent hunter wolves of the pacific sprach,Silent Hunter Wolves Of The Pacific Sprach,Silent Hunter Wolves Of The Pacific Sprach,unmatched,low,,,unmatched,low,,,
silverfall,silverfall,Silverfall,Silverfall,unmatched,low,,,unmatched,low,,,
silverfall,silverfallv,Silverfallv,Silverfall,unmatched,low,,,unmatched,low,,,
silverfallwchterderelemente,silverfall wchterder elemente,Silverfall Wchterder Elemente,Silverfall Wchterder Elemente,unmatched,low,,,unmatched,low,,,
silverwings,silver wings,Silver Wings,Silver Wings,unmatched,low,,,unmatched,low,,,
simcitysocieties,sim city societies,Sim City Societies,Sim City Societies,unmatched,low,,,unmatched,low,,,
simcitysocieties,sim city societies v 1 02,Sim City Societies v 1 02,Sim City Societies,unmatched,low,,,,,,,
simcitysocieties,sim city societies v 1 03,Sim City Societies v 1 03,Sim City Societies,unmatched,low,,,,,,,
simcitysocieties,sim city societiesv102119,Sim City Societiesv102119,Sim City Societies,unmatched,low,,,,,,,
simcitysocieties,sim city societiesv103140,Sim City Societiesv103140,Sim City Societies,unmatched,low,,,,,,,
simonthesorcererchaosistdashalbeleben,simonthe sorcerer chaosistdashalbe leben,Simonthe Sorcerer Chaosistdashalbe Leben,Simon the Sorcerer Chaos ist das halbe Leben,unmatched,low,,,unmatched,low,,,
simonthesorcererchaosistdashalbeleben,simonthe sorcerer chaosistdashalbe lebenv,Simonthe Sorcerer Chaosistdashalbe Lebenv,Simon the Sorcerer Chaos ist das halbe Leben,unmatched,low,,,unmatched,low,,,
singles,singlesv,Singlesv,Singles,unmatched,low,,,unmatched,low,,,
singles2wildezeiten,singles 2 wilde zeiten,Singles 2 Wilde Zeiten,Singles 2 Wilde Zeiten,unmatched,low,,,unmatched,low,,,
singlesflirtupyourlife,singles flirt up your life,Singles Flirt up your Life,Singles Flirt up your Life,unmatched,low,,,unmatched,low,,,
sinistarunleashed,sini star unleashed,Sini Star Unleashed,Sini Star Unleashed,unmatched,low,,,unmatched,low,,,
sinkingislandmordimparadies,sinking island mord im paradies,Sinking Island Mord im Paradies,Sinking Island Mord im Paradies,unmatched,low,,,unmatched,low,,,
sinkingislandmordimparadies,sinking island mordim paradies,Sinking Island Mordim Paradies,Sinking Island Mord im Paradies,unmatched,low,,,unmatched,low,,,
sinsofasolarempire,sinsofa solar empire,Sinsofa Solar Empire,Sinsofa Solar Empire,unmatched,low,,,unmatched,low,,,
skate,skate,Skate,Skate,unmatched,low,,,unmatched,low,,,
skialpin2006mitbodemiller,ski alpin2006 mit bode miller,Ski Alpin 2006 mit Bode Miller,Ski Alpin 2006 mit Bode Miller,unmatched,low,,,unmatched,low,,,
skialpinracingbodemillervshermannmaier,ski alpin racing bode millervs hermann maier,Ski Alpin Racing Bode Millervs Hermann Maier,Ski Alpin Racing Bode Millervs Hermann Maier,unmatched,low,,,unmatched,low,,,
skichallenge,ski challenge,Ski Challenge,Ski Challenge,unmatched,low,,,unmatched,low,,,
skisprungwintercup2005,skisprung wintercup2005,Skisprung Wintercup 2005,Skisprung Wintercup 2005,unmatched,low,,,unmatched,low,,,
skixtreme,ski xtreme,Ski Xtreme,Ski Xtreme,unmatched,low,,,unmatched,low,,,
slapshotunderground,slapshot underground,Slapshot Underground,Slapshot Underground,unmatched,low,,,unmatched,low,,,
sldnermarinecorps,sldner marine corpsv,Sldner Marine Corpsv,Sldner Marine Corps,unmatched,low,,,unmatched,low,,,
slidergammakorrekteur,slider gammakorrekteur,slider Gammakorrekteur,slider Gammakorrekteur,unmatched,low,,,unmatched,low,,,
slidermusic,slider music,slider Music,slider Music,unmatched,low,,,unmatched,low,,,
slidersfx,slider sfx,slider Sfx,slider Sfx,unmatched,low,,,unmatched,low,,,
slowdown,slowdown,Slowdown,Slowdown,unmatched,low,,,unmatched,low,,,
smashonline,smash online,Smash Online,Smash Online,unmatched,low,,,unmatched,low,,,
smashonline,smashonline,Smashonline,Smash Online,unmatched,low,,,unmatched,low,,,
snowbombbattle,snow bomb battle,Snow Bomb Battle,Snow Bomb Battle,unmatched,low,,,unmatched,low,,,
soblonde,so blonde,So Blonde,So Blonde,unmatched,low,,,unmatched,low,,,
soeldnersecretwars,soeldner secret wars,Soeldner Secret Wars,Soeldner Secret Wars,unmatched,low,,,unmatched,low,,,
solitaire,solitaire,Solitaire,Solitaire,unmatched,low,,,unmatched,low,,,
sonicheroes,sonic heroes,Sonic Heroes,Sonic Heroes,unmatched,low,,,unmatched,low,,,
sonicriders,sonic riders,Sonic Riders,Sonic Riders,unmatched,low,,,unmatched,low,,,
sonyplaystationhome,sony playstation home,Sony Playstation Home,Sony Playstation Home,unmatched,low,,,unmatched,low,,,
sounddigit,sound digit,sound digit,sound digit,unmatched,low,,,unmatched,low,,,
spacecorpsarmageddon,space corps armageddon,Space Corps Armageddon,Space Corps Armageddon,unmatched,low,,,unmatched,low,,,
spaceforcecaptains,spaceforce captains,Spaceforce Captains,Space Force Captains,unmatched,low,,,unmatched,low,,,
spaceforcerogueuniverse,spaceforce rogue universe,Spaceforce Rogue Universe,Space Force Rogue Universe,unmatched,low,,,unmatched,low,,,
spacehockey,space hockey,Space Hockey,Space Hockey,unmatched,low,,,unmatched,low,,,
spacepong,space pong,Space Pong,Space Pong,unmatched,low,,,unmatched,low,,,
spaceraider,space raider,Space Raider,Space Raider,unmatched,low,,,unmatched,low,,,
spacerangers,space rangers,Space Rangers,Space Rangers,unmatched,low,,,unmatched,low,,,
spacerangersdominators,space rangers dominators,Space Rangers Dominators,Space Rangers Dominators,unmatched,low,,,unmatched,low,,,
spacesiege,space siege,Space Siege,Space Siege,unmatched,low,,,unmatched,low,,,
speedball,speedball,Speedball,Speedball,unmatched,low,,,unmatched,low,,,
speedball2,speedball 2,Speedball 2,Speedball 2,unmatched,low,,,unmatched,low,,,
speedball2,speedball2,Speedball2,Speedball 2,unmatched,low,,,unmatched,low,,,
speedball2tournament,speedball 2 tournament,Speedball 2 Tournament,Speedball 2 Tournament,unmatched,low,,,unmatched,low,,,
speedball2tournament,speedball2 tournament,Speedball2 Tournament,Speedball 2 Tournament,unmatched,low,,,unmatched,low,,,
speedblox,speedblox,Speedblox,Speedblox,unmatched,low,,,unmatched,low,,,
speedbowling,speed bowling,Speed Bowling,Speed Bowling,unmatched,low,,,unmatched,low,,,
speedcards,speedcards,Speedcards,Speedcards,unmatched,low,,,unmatched,low,,,
speeddarting,speed darting,Speed Darting,Speed Darting,unmatched,low,,,unmatched,low,,,
speedmayangderschatzdermayas,speedmayang der schatzder mayas,Speedmayang Der Schatzder Mayas,Speedmayang Der Schatzder Mayas,unmatched,low,,,unmatched,low,,,
speedpasch,speedpasch,Speedpasch,Speedpasch,unmatched,low,,,unmatched,low,,,
speedpyramid,speedpyramid,Speedpyramid,Speedpyramid,unmatched,low,,,unmatched,low,,,
speedsolitaire,speedsolitaire,Speedsolitaire,Speedsolitaire,unmatched,low,,,unmatched,low,,,
speedsudoku,speedsudoku,Speedsudoku,Speedsudoku,unmatched,low,,,unmatched,low,,,
speedtrain,speedtrain,Speedtrain,Speedtrain,unmatched,low,,,unmatched,low,,,
spellforce2,spellforce 2,Spellforce 2,Spellforce 2,unmatched,low,,,unmatched,low,,,
spellforce2dragonstorm,spellforce 2 dragon storm v 2,Spellforce 2 Dragon Storm v 2,Spellforce 2 Dragon Storm,unmatched,low,,,,,,,
spellforce2dragonstorm,spellforce2 dragon stormv201,Spellforce2 Dragon Stormv201,Spellforce 2 Dragon Storm,unmatched,low,,,,,,,
spellforce2shadowwars,spellforce 2 shadow wars,Spellforce 2 Shadow Wars,Spellforce 2 Shadow Wars,unmatched,low,,,unmatched,low,,,
spellforceshadowwars,spellforce shadow wars,Spellforce Shadow Wars,Spellforce Shadow Wars,unmatched,low,,,unmatched,low,,,
spezial,spezial,Spezial,Spezial,unmatched,low,,,unmatched,low,,,
sphere,sphere,Sphere,Sphere,unmatched,low,,,unmatched,low,,,
spiderman,spider man,Spider Man,Spider Man,unmatched,low,,,unmatched,low,,,
spidermanfreundoderfeind,spider man freundoder feind,Spider Man Freundoder Feind,Spider Man Freundoder Feind,unmatched,low,,,unmatched,low,,,
spielbeenden,spiel beenden,SPIEL BEENDEN,SPIEL BEENDEN,unmatched,low,,,unmatched,low,,,
spielfigur,spielfigur,Spielfigur,Spielfigur,unmatched,low,,,unmatched,low,,,
spielfortsetzen,spiel fortsetzen,SPIEL FORTSETZEN,SPIEL FORTSETZEN,unmatched,low,,,unmatched,low,,,
spielstandladen,spielstand laden,SPIELSTAND LADEN,SPIELSTAND LADEN,unmatched,low,,,unmatched,low,,,
spielstandspeichern,spielstand speichern,SPIELSTAND SPEICHERN,SPIELSTAND SPEICHERN,unmatched,low,,,unmatched,low,,,
spielverlassen,spiel verlassen,SPIEL VERLASSEN,SPIEL VERLASSEN,unmatched,low,,,unmatched,low,,,
splintercellchaostheory,splinter cell chaos theory,Splinter Cell Chaos Theory,Splinter Cell Chaos Theory,unmatched,low,,,unmatched,low,,,
splintercelldvd,splinter cell,Splinter Cell DVD,Splinter Cell DVD,unmatched,low,,,unmatched,low,,,
splintercellschaostheory,splinter cell s chaos theory,Splinter Cell's Chaos Theory,Splinter Cell's Chaos Theory,unmatched,low,,,unmatched,low,,,
spore,spore,Spore,Spore,unmatched,low,,,unmatched,low,,,
sporelaborkreaturendesigner,spore labor kreaturen designer,Spore Labor Kreaturen Designer,Spore Labor Kreaturen Designer,unmatched,low,,,unmatched,low,,,
sportschiessen,sportschiessen,Sportschiessen,Sportschiessen,unmatched,low,,,unmatched,low,,,
spybotsearchanddestroy,spy bot search destroy,Spy Bot Search & Destroy,Spy Bot Search & Destroy,unmatched,low,,,unmatched,low,,,
squirm,squirm,Squirm,Squirm,unmatched,low,,,unmatched,low,,,
stalkershadowofchernobyl,stalker shadowof chernobylv10005,Stalker Shadowof Chernobylv10005,STALKER Shadowof Chernobyl,unmatched,low,,,,,,,
stalkershadowofchernobyl,stalkershadowof chernobylv,STALKERShadowof Chernobylv,STALKER Shadowof Chernobyl,unmatched,low,,,unmatched,low,,,
staminadigit,stamina digit,stamina digit,stamina digit,unmatched,low,,,unmatched,low,,,
starassault,star assault,Star Assault,Star Assault,unmatched,low,,,unmatched,low,,,
starcraft,star craft,Star Craft,Star Craft,unmatched,low,,,unmatched,low,,,
starlightracing,starlight racing,Starlight Racing,Starlight Racing,unmatched,low,,,unmatched,low,,,
starshiptroopers,starship troopers,Starship Troopers,Starship Troopers,ambiguous,low,,,ambiguous,low,,,
starshiptroopers,starship troopers v 3 2,Starship Troopers v 3 2,Starship Troopers,ambiguous,low,,,,,,,
starskyandhutch,starsky hutch,Starsky & Hutch,Starsky & Hutch,ambiguous,low,,,ambiguous,low,,,
startgeld,startgeld,Startgeld,Startgeld,unmatched,low,,,unmatched,low,,,
startzeit,startzeit,Startzeit,Startzeit,unmatched,low,,,matched,high,Q39329711,q39329711,
starwars,star wars,Star Wars,Star Wars,unmatched,low,,,unmatched,low,,,
starwarsbattlefront,star wars battlefront v 1,Star Wars Battlefront v 1,Star Wars Battlefront,unmatched,low,,,,,,,
starwarsbattlefront,star wars battlefrontv,Star Wars Battlefrontv,Star Wars Battlefront,unmatched,low,,,unmatched,low,,,
starwarsempireatwarforcesofcorruption,star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,Star Wars Empireat War Forcesof Corruption,unmatched,low,,,unmatched,low,,,
starwarsempireatwarv,star wars empireat warv,Star Wars Empireat Warv,Star Wars Empireat Warv,unmatched,low,,,unmatched,low,,,
starwarsrep,star wars rep,Star Wars Rep,Star Wars Rep,unmatched,low,,,unmatched,low,,,
starwarsrepubliccom,star wars republic com,Star Wars Republic Com,Star Wars Republic Com,matched,high,Star Wars: Republic Commando,star-wars-republic-commando,matched,high,Star Wars: Republic Commando,star-wars-republic-commando,
starwolves,star wolves,Star Wolves,Star Wolves,ambiguous,low,,,ambiguous,low,,,
starwolves2,star wolves 2,Star Wolves 2,Star Wolves 2,matched,high,Star Wolves 2,star-wolves-2,matched,high,Q110817187,q110817187,
starwolves2,star wolves2,Star Wolves2,Star Wolves 2,matched,high,Star Wolves 2,star-wolves-2,unmatched,low,,,
steelsaviour,steel saviour,Steel Saviour,Steel Saviour,unmatched,low,,,matched,high,Q114946949,q114946949,
stilllife,still life,Still Life,Still Life,ambiguous,low,,,ambiguous,low,,,
stilllife2,still life2,Still Life2,Still Life 2,unmatched,low,,,unmatched,low,,,
stilllifespecialedition,still life special,Still Life Special Edition,Still Life Special Edition,ambiguous,low,,,ambiguous,low,,,
stolen,stolen,Stolen,Stolen,matched,high,Stolen (video game),stolen-video-game,matched,high,Stolen (video game),stolen-video-game,
stolen,stolen v,Stolen v,Stolen,matched,high,Stolen (video game),stolen-video-game,ambiguous,low,,,
stoneage2,stone age 2,Stone Age 2,Stone Age 2,ambiguous,low,,,ambiguous,low,,,
stonechecker,stonechecker,Stonechecker,Stonechecker,unmatched,low,,,unmatched,low,,,
stonechecker3,stonechecker 3,Stonechecker 3,Stonechecker 3,unmatched,low,,,unmatched,low,,,
stranger,stranger,Stranger,Stranger,ambiguous,low,,,ambiguous,low,,,
strategiccommand,strategic command,Strategic Command,Strategic Command,matched,high,Strategic Command (video game series),strategic-command-video-game-series,matched,high,Strategic Command (video game series),strategic-command-video-game-series,
strategiccommand,strategic commandv,Strategic Commandv,Strategic Command,matched,high,Strategic Command (video game series),strategic-command-video-game-series,unmatched,low,,,
strombergbroistkrieg,stromberg broist krieg,Stromberg Broist Krieg,Stromberg Broist Krieg,unmatched,low,,,unmatched,low,,,
stronghold2,stronghold 2,Stronghold 2,Stronghold 2,matched,high,Stronghold 2,stronghold-2,matched,high,Stronghold 2,stronghold-2,
stronghold2,stronghold 2v 1,Stronghold 2 v 1,Stronghold 2,matched,high,Stronghold 2,stronghold-2,,,,,
stronghold2,stronghold 2v 1 31,Stronghold 2 v 1 31,Stronghold 2,matched,high,Stronghold 2,stronghold-2,,,,,
strongholdcastleattack,stronghold castle attack,Stronghold Castle Attack,Stronghold Castle Attack,ambiguous,low,,,ambiguous,low,,,
strongholdcrusaderextreme,stronghold crusader extreme,Stronghold Crusader Extreme,Stronghold Crusader Extreme,matched,high,Stronghold Crusader Extreme,stronghold-crusader-extreme,matched,high,Stronghold Crusader Extreme,stronghold-crusader-extreme,
strongholdlegends,stronghold legendsv,Stronghold Legendsv,Stronghold Legends,unmatched,low,,,unmatched,low,,,
stuntmanignition,stuntman ignition,Stuntman Ignition,Stuntman: Ignition,matched,high,Stuntman: Ignition,stuntman-ignition,matched,high,Stuntman: Ignition,stuntman-ignition,
suddenstrike,sudden strike,Sudden Strike,Sudden Strike,ambiguous,low,,,ambiguous,low,,,
suddenstrike2,sudden strike 2,Sudden Strike 2,Sudden Strike 2,matched,high,Sudden Strike 2,sudden-strike-2,matched,high,Sudden Strike 2,sudden-strike-2,
suddenstrike3armsforvictory,sudden strike 3 arms for victory v 1,Sudden Strike 3 Arms for Victory v 1,Sudden Strike 3 Arms for Victory,unmatched,low,,,,,,,
suddenstrike3armsforvictory,sudden strike3 armsfor victoryv131,Sudden Strike3 Armsfor Victoryv131,Sudden Strike 3 Arms for Victory,unmatched,low,,,,,,,
suddenstrike3armsforvictoryardennenoffensive,sudden strike3 armsfor victory ardennen offensive,Sudden Strike3 Armsfor Victory Ardennen Offensive,Sudden Strike 3 Armsfor Victory Ardennen Offensive,unmatched,low,,,unmatched,low,,,
sudeki,sudeki,Sudeki,Sudeki,matched,high,Sudeki,sudeki,matched,high,Sudeki,sudeki,
sudokomeister,sudoko meister,Sudoko Meister,Sudoko Meister,unmatched,low,,,unmatched,low,,,
sudoku,sudoku,Sudoku,Sudoku,ambiguous,low,,,ambiguous,low,,,
summerathletics,summer athletics,Summer Athletics,Summer Athletics,ambiguous,low,,,ambiguous,low,,,
sunrisethegame,sunrise the,Sunrise The Game,Sunrise The Game,ambiguous,low,,,ambiguous,low,,,
supernautica,super nautica,Super Nautica,Super Nautica,unmatched,low,,,unmatched,low,,,
supertuxkart,super tux kart,Super Tux Kart,SuperTuxKart,matched,high,SuperTuxKart,supertuxkart,matched,high,SuperTuxKart,supertuxkart,
supremecommander,supreme commander,Supreme Commander,Supreme Commander,matched,high,Supreme Commander (video game),supreme-commander-video-game,matched,high,Supreme Commander (video game),supreme-commander-video-game,
supremecommander,supreme commanderv,Supreme Commanderv,Supreme Commander,matched,high,Supreme Commander (video game),supreme-commander-video-game,unmatched,low,,,
supremecommanderforgedalliance,supreme commander forged alliance,Supreme Commander Forged Alliance,Supreme Commander Forged Alliance,unmatched,low,,,unmatched,low,,,
supremeruler2020,supreme ruler2020,Supreme Ruler2020,Supreme Ruler 2020,unmatched,low,,,unmatched,low,,,
surfattack,surf attack,Surf Attack,Surf Attack,unmatched,low,,,unmatched,low,,,
surfive,surfive,Surfive,Surfive,ambiguous,low,,,ambiguous,low,,,
surfsup,surfs up,Surfs Up,Surfs Up,ambiguous,low,,,ambiguous,low,,,
suzukialstareextremeracing,suzuki alstare extreme racing,Suzuki Alstare Extreme Racing,Suzuki Alstare Extreme Racing,ambiguous,low,,,ambiguous,low,,,
svenkommt,sven kommt,Sven kommt,Sven kommt,unmatched,low,,,unmatched,low,,,
swat4,swat 4,SWAT 4,SWAT 4,matched,high,SWAT 4,swat-4,matched,high,SWAT 4,swat-4,
swat4thestetchkovsyndicate,swat 4 the stetchkov syndicate,Swat 4 The Stetchkov Syndicate,Swat 4 The Stetchkov Syndicate,ambiguous,low,,,ambiguous,low,,,
sweetsour,sweet sour,Sweet Sour,Sweet Sour,ambiguous,low,,,ambiguous,low,,,
switchfire,switchfire,Switchfire,Switchfire,unmatched,low,,,matched,high,Q132735999,q132735999,
swordofthestars,swordofthe stars,Swordofthe Stars,Sword of the Stars,unmatched,low,,,unmatched,low,,,
syberia2lsungsbuch,syberia2 lsungsbuch,Syberia2 Lsungsbuch,Syberia 2 Lsungsbuch,unmatched,low,,,unmatched,low,,,
syberiainkllsungsbuch,syberiainkl lsungsbuch,Syberiainkl Lsungsbuch,Syberiainkl Lsungsbuch,unmatched,low,,,unmatched,low,,,
tabellen,tabellen,Tabellen,Tabellen,ambiguous,low,,,ambiguous,low,,,
tabularasa,tabula rasa,Tabula Rasa,Tabula Rasa,matched,high,Tabula Rasa (video game),tabula-rasa-video-game,matched,high,Tabula Rasa (video game),tabula-rasa-video-game,
takatis,takatis,Takatis,Takatis,unmatched,low,,,unmatched,low,,,
takeall,take all,TAKE ALL,TAKE ALL,ambiguous,low,,,ambiguous,low,,,
takecommandsecondmanassas,take command second manassasv,Take Command Second Manassasv,Take Command Second Manassas,unmatched,low,,,unmatched,low,,,
taleofahero,taleofa hero,Taleofa Hero,Taleofa Hero,unmatched,low,,,unmatched,low,,,
tarrchronicles,tarr chronicles,Tarr Chronicles,Tarr Chronicles,matched,high,Tarr Chronicles,tarr-chronicles,matched,high,Tarr Chronicles,tarr-chronicles,
taxi3extremerush,taxi 3 extreme rush,Taxi 3 Extreme Rush,Taxi 3 Extreme Rush,unmatched,low,,,unmatched,low,,,
taxiraser,taxi raser,Taxi Raser,Taxi Raser,unmatched,low,,,unmatched,low,,,
teama,team a,TEAM A,TEAM A,ambiguous,low,,,ambiguous,low,,,
teamauswahl,teamauswahl,Teamauswahl,Teamauswahl,unmatched,low,,,unmatched,low,,,
teamb,team b,TEAM B,TEAM B,ambiguous,low,,,ambiguous,low,,,
teamfortress,team fortress,Team Fortress,Team Fortress,ambiguous,low,,,ambiguous,low,,,
teamhawaiidoublecrossfire,team hawaii double crossfire,Team Hawaii Double Crossfire,Team Hawaii Double Crossfire,unmatched,low,,,unmatched,low,,,
teamhawaiieifelrun,team hawaii eifel run,Team Hawaii Eifel Run,Team Hawaii Eifel Run,unmatched,low,,,unmatched,low,,,
technikvideorubywhiteout,technik video ruby whiteout,Technik Video Ruby Whiteout,Technik Video Ruby Whiteout,unmatched,low,,,unmatched,low,,,
telldasspielzumfilm,tell das spielzum film,Tell Das Spielzum Film,Tell Das Spielzum Film,unmatched,low,,,unmatched,low,,,
tennispowerball,tennis power ball,Tennis Power Ball,Tennis Power Ball,ambiguous,low,,,ambiguous,low,,,
tennispowerball,tennis powerball,Tennis Powerball,Tennis Power Ball,ambiguous,low,,,unmatched,low,,,
testabellen,testabellen,Testabellen,Testabellen,unmatched,low,,,unmatched,low,,,
testdriveunlimited,test drive unlimited,Test Drive Unlimited,Test Drive Unlimited,matched,high,Test Drive Unlimited,test-drive-unlimited,matched,high,Q108371560,q108371560,
testnowegobuttonastyl2,test nowego buttona styl 2,test nowego buttona styl 2,test nowego buttona styl 2,unmatched,low,,,unmatched,low,,,
thandordieinvasion,thandor die invasion,Thandor Die Invasion,Thandor Die Invasion,ambiguous,low,,,ambiguous,low,,,
theatreofwar,theatreof war,Theatreof War,Theatreof War,unmatched,low,,,unmatched,low,,,
theavastar,the avastar,The Avastar,The Avastar,unmatched,low,,,unmatched,low,,,
theavastarzeitungfrsecondlife,the avastar zeitungfr second life,The Avastar Zeitungfr Second Life,The Avastar Zeitungfr Second Life,unmatched,low,,,unmatched,low,,,
thebardstale,the bard s tale,The Bard's Tale,The Bard's Tale,ambiguous,low,,,ambiguous,low,,,
theblob,the blob,The Blob,The Blob,ambiguous,low,,,ambiguous,low,,,
thechosen,the chosen,The Chosen,The Chosen,ambiguous,low,,,ambiguous,low,,,
thechroniclesofriddick,the chronicles of riddick,The Chronicles of Riddick,The Chronicles of Riddick,matched,high,The Chronicles of Riddick,the-chronicles-of-riddick,matched,high,Q126972622,q126972622,
thechroniclesofspellborn,the chroniclesof spellborn,The Chroniclesof Spellborn,The Chronicles of Spellborn,unmatched,low,,,unmatched,low,,,
thecleaner,the cleaner v5,The Cleaner v5,The Cleaner,unmatched,low,,,,,,,
theelderscrolls3morrowindgameoftheyearedition,the elder scrolls3 morrowind gameofthe year,The Elder Scrolls3 Morrowind Gameofthe Year Edition,The Elder Scrolls 3 Morrowind Game of the Year Edition,unmatched,low,,,unmatched,low,,,
theelderscrolls4oblivion,the elder scrolls 4 oblivion,The Elder Scrolls 4 Oblivion,The Elder Scrolls 4 Oblivion,ambiguous,low,,,ambiguous,low,,,
theelderscrollsoblivion,the elder scrolls oblivion,The Elder Scrolls Oblivion,The Elder Scrolls Oblivion,ambiguous,low,,,ambiguous,low,,,
theelderscrollsoblivion,the elder scrolls oblivionv,The Elder Scrolls Oblivionv,The Elder Scrolls Oblivion,ambiguous,low,,,unmatched,low,,,
thefalllastdaysofgaia,the fall last days of gaia,The Fall Last Days of Gaia,The Fall: Last Days of Gaia,matched,high,The Fall: Last Days of Gaia,the-fall-last-days-of-gaia,matched,high,The Fall: Last Days of Gaia,the-fall-last-days-of-gaia,
