normalized_title,representative_title,canonical_title,canonical_slug,match_status,match_confidence,match_method,override_applied,match_source,match_source_url
nibiru der bote der g tter,Nibiru Der Bote der Götter,,,ambiguous,low,wikimedia,false,,
nice 2,Nice 2,,,ambiguous,low,wikimedia,false,,
nivea for men football mania,NIVEA FOR MEN Football Mania,,,unmatched,low,wikimedia,false,,
nivea maennersache computerspiel,Nivea Maennersache Computerspiel,,,unmatched,low,wikimedia,false,,
nivea maennersache spot,Nivea Maennersache Spot,,,unmatched,low,wikimedia,false,,
nostradamus die letzte prophezeihung,Nostradamus Die letzte Prophezeihung,,,unmatched,low,wikimedia,false,,
nostradamus dieletzte prophezeihung,Nostradamus Dieletzte Prophezeihung,,,unmatched,low,wikimedia,false,,
num of grenades left,num of grenades left,,,unmatched,low,wikimedia,false,,
obscure,Obscure,,,ambiguous,low,wikimedia,false,,
obulis,Obulis,Q22662940,q22662940,matched,high,wikimedia,false,wikidata,https://www.wikidata.org/wiki/Q22662940
ocean diver,Ocean Diver,,,unmatched,low,manual-rejection,false,,
oddworld abe s oddysee,Oddworld Abe's Oddysee,Oddworld: Abe's Oddysee,oddworld-abe-s-oddysee,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Oddworld%3A_Abe%27s_Oddysee
oddworld strangers vergelt,Oddworld Strangers Vergelt,,,unmatched,low,wikimedia,false,,
oktoberfest zapfer,Oktoberfest Zapfer,,,unmatched,low,wikimedia,false,,
onimusha demon siege,Onimusha Demon Siege,,,unmatched,low,wikimedia,false,,
onimusha demon siegev,Onimusha Demon Siegev,,,unmatched,low,wikimedia,false,,
online spiel,Online Spiel,,,unmatched,low,manual-rejection,false,,
onlineangebote gamesload,onlineangebote gamesload,,,unmatched,low,wikimedia,false,,
onlineangebote metaboli,onlineangebote metaboli,,,unmatched,low,wikimedia,false,,
onlineangebote small,onlineangebote small,,,unmatched,low,wikimedia,false,,
onlinespiel,Onlinespiel,,,unmatched,low,manual-rejection,false,,
onlinespiel drachen,onlinespiel drachen,,,unmatched,low,wikimedia,false,,
opaque composition,Opaque Composition,,,unmatched,low,wikimedia,false,,
ottifanten ostfriesen lemminge in not,Ottifanten Ostfriesen Lemminge in Not,,,unmatched,low,wikimedia,false,,
ottifanten ostfriesen pinball,Ottifanten Ostfriesen Pinball,,,unmatched,low,wikimedia,false,,
outlaw golf 2,Outlaw Golf 2,Q124541431,q124541431,matched,high,wikimedia,false,wikidata,https://www.wikidata.org/wiki/Q124541431
over gfighters,Over GFighters,,,unmatched,low,wikimedia,false,,
pacific fighters,Pacific Fighters,Pacific Fighters,pacific-fighters,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pacific_Fighters
pacific fighters strategiebuch,Pacific Fighters Strategiebuch,,,unmatched,low,wikimedia,false,,
pacific storm,Pacific Storm,Pacific Storm,pacific-storm,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pacific_Storm
pacific storm v 1,Pacific Storm v 1,Pacific Storm,pacific-storm,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pacific_Storm
pacific stormv14,Pacific Stormv14,,,unmatched,low,wikimedia,false,,
panzer elite action,Panzer Elite Action,,,ambiguous,low,wikimedia,false,,
panzer elite action dunesof war,Panzer Elite Action Dunesof War,,,unmatched,low,wikimedia,false,,
papierkrieg,Papierkrieg,,,unmatched,low,wikimedia,false,,
paradise,Paradise,,,ambiguous,low,wikimedia,false,,
paraworld,Paraworld,ParaWorld,paraworld,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/ParaWorld
paraworldfilm,Paraworldfilm,,,unmatched,low,wikimedia,false,,
paraworldv,Paraworldv,,,unmatched,low,wikimedia,false,,
parent follow mouse,Parent Follow Mouse,,,unmatched,low,wikimedia,false,,
parent keymapper,parent keymapper,,,unmatched,low,wikimedia,false,,
parent lewego shopa,Parent lewego shopa,,,unmatched,low,wikimedia,false,,
parent new gb,Parent New GB,,,unmatched,low,wikimedia,false,,
parent prawego shopa,Parent prawego shopa,,,unmatched,low,wikimedia,false,,
parent profile,parent profile,,,unmatched,low,wikimedia,false,,
parent single,parent single,,,unmatched,low,wikimedia,false,,
parent srodkowego shopa,Parent srodkowego shopa,,,unmatched,low,wikimedia,false,,
parent testowy,Parent testowy,,,unmatched,low,wikimedia,false,,
pariah,Pariah,Pariah (video game),pariah-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pariah_%28video_game%29
pariah v 1,Pariah v 1,,,ambiguous,low,wikimedia,false,,
pathologic,Pathologic,,,ambiguous,low,wikimedia,false,,
patrizier 2,Patrizier 2 Gold,Patrizier 2,patrizier-2,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Patrizier_2
pdc world championship darts2008,PDC World Championship Darts 2008,PDC World Championship Darts 2008,pdc-world-championship-darts-2008,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/PDC_World_Championship_Darts_2008
pdcworld championship darts2008,PDCWorld Championship Darts2008,,,unmatched,low,wikimedia,false,,
pebuilder,PEBuilder,,,ambiguous,low,wikimedia,false,,
penumbra black plague,Penumbra Black Plague,Penumbra: Black Plague,penumbra-black-plague,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Penumbra%3A_Black_Plague
penumbra black plague v 1 0,Penumbra Black Plague v 1 0,Penumbra: Black Plague,penumbra-black-plague,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Penumbra%3A_Black_Plague
penumbra black plaguev101,Penumbra Black Plaguev101,,,unmatched,low,wikimedia,false,,
performance test,Performance Test,,,ambiguous,low,wikimedia,false,,
personal backup,Personal Backup,,,ambiguous,low,wikimedia,false,,
peter jacksons king kong,Peter Jacksons King Kong,,,unmatched,low,wikimedia,false,,
pilih bahasa yang akan dipakai,Pilih bahasa yang akan dipakai,,,unmatched,low,wikimedia,false,,
pilot down,Pilot Down,II wojna światowa: Pilot Down – na tyłach wroga,ii-wojna-swiatowa-pilot-down-na-ty-ach-wroga,matched,high,wikimedia,false,wikipedia-other,https://pl.wikipedia.org/wiki/II_wojna_%C5%9Bwiatowa%3A_Pilot_Down_%E2%80%93_na_ty%C5%82ach_wroga
pined pipe mania,Pined Pipe Mania,,,unmatched,low,wikimedia,false,,
ping cosmic downhill,Ping Cosmic Downhill,,,unmatched,low,wikimedia,false,,
ping flipper,Ping Flipper,,,unmatched,low,wikimedia,false,,
ping man,Ping Man,,,unmatched,low,wikimedia,false,,
ping pirate,Ping Pirate,,,unmatched,low,wikimedia,false,,
ping plantophobia,Ping Plantophobia,,,unmatched,low,wikimedia,false,,
pings basketball,Pings Basketball,,,unmatched,low,wikimedia,false,,
pipemania,Pipemania,,,ambiguous,low,wikimedia,false,,
piraten herrscher der karibik v 1 1 0,Piraten Herrscher der Karibik v 1 1 0,Piraten – Herrscher der Karibik,piraten-herrscher-der-karibik,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Piraten_%E2%80%93_Herrscher_der_Karibik
pixelzentrierung,Pixelzentrierung,,,unmatched,low,wikimedia,false,,
pizza connection 2,Pizza Connection 2,Fast Food Tycoon 2,fast-food-tycoon-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Fast_Food_Tycoon_2
pizza syndicate,Pizza Syndicate,Fast Food Tycoon,fast-food-tycoon,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Fast_Food_Tycoon
platt,Platt!,Platt,platt,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Platt
playboy the mansion,Playboy The Mansion,Playboy: The Mansion,playboy-the-mansion,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Playboy%3A_The_Mansion
plus details,plus Details,,,unmatched,low,wikimedia,false,,
plus gewehre,plus GEWEHRE,,,unmatched,low,wikimedia,false,,
plus kampf,plus KAMPF,,,unmatched,low,wikimedia,false,,
plus kraft,plus KRAFT,,,unmatched,low,wikimedia,false,,
plus machinenpistolen,plus MACHINENPISTOLEN,,,unmatched,low,wikimedia,false,,
plus nahkampf,plus NAHKAMPF,,,unmatched,low,wikimedia,false,,
plus pistolen,plus PISTOLEN,,,unmatched,low,wikimedia,false,,
plus schottflinten,plus SCHOTTFLINTEN,,,unmatched,low,wikimedia,false,,
plus schwierigkeitsgrad,plus Schwierigkeitsgrad,,,unmatched,low,wikimedia,false,,
plus tarnung,plus TARNUNG,,,unmatched,low,wikimedia,false,,
plus technik,plus TECHNIK,,,unmatched,low,wikimedia,false,,
poczatek ramki,poczatek ramki,,,unmatched,low,wikimedia,false,,
poker academy,Poker Academy,,,unmatched,low,wikimedia,false,,
pony ranch,Pony Ranch,,,unmatched,low,wikimedia,false,,
port royale 2,Port Royale 2,Port Royale 2,port-royale-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Port_Royale_2
ports of call deluxe2008,Ports of Call Deluxe 2008,,,unmatched,low,wikimedia,false,,
portsof call deluxe2008,Portsof Call Deluxe2008,,,unmatched,low,wikimedia,false,,
power manga,Power Manga,,,unmatched,low,wikimedia,false,,
power scout,Power Scout,,,ambiguous,low,wikimedia,false,,
premium skatde luxe,Premium Skatde Luxe,,,unmatched,low,wikimedia,false,,
preyv,Preyv,,,unmatched,low,wikimedia,false,,
prime time der fernsehmanager,Prime Time Der Fernsehmanager,,,ambiguous,low,wikimedia,false,,
prince of persia,Prince of Persia,,,ambiguous,low,wikimedia,false,,
prince of persia 3,Prince of Persia 3,,,ambiguous,low,wikimedia,false,,
prince of persia warrior within,Prince of Persia Warrior Within,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Prince_of_Persia%3A_Warrior_Within
pro evolution soccer,Pro Evolution Soccer,,,ambiguous,low,wikimedia,false,,
pro evolution soccer 4,Pro Evolution Soccer 4,Pro Evolution Soccer 4,pro-evolution-soccer-4,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_4
pro evolution soccer 4v 1,Pro Evolution Soccer 4 v 1,Pro Evolution Soccer 4,pro-evolution-soccer-4,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_4
pro evolution soccer 5,Pro Evolution Soccer 5,Pro Evolution Soccer 5,pro-evolution-soccer-5,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_5
pro evolution soccer2009,Pro Evolution Soccer2009,,,unmatched,low,wikimedia,false,,
pro evolution soccer2009v 1,Pro Evolution Soccer 2009 v 1,Pro Evolution Soccer 2009,pro-evolution-soccer-2009,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_2009
pro pinball timeshock,Pro Pinball Timeshock,,,unmatched,low,wikimedia,false,,
pro stroke golf world tour,Pro Stroke Golf World Tour,,,unmatched,low,wikimedia,false,,
profi ecke,Profi Ecke,,,unmatched,low,wikimedia,false,,
progress aim,progress aim,,,ambiguous,low,wikimedia,false,,
progress armor,progress armor,,,unmatched,low,wikimedia,false,,
progress life,progress life,,,ambiguous,low,wikimedia,false,,
progress lightning,progress lightning,,,ambiguous,low,wikimedia,false,,
progress noise,progress noise,,,unmatched,low,wikimedia,false,,
progress stamina,progress stamina,,,unmatched,low,wikimedia,false,,
progress weap health,progress weap health,,,unmatched,low,wikimedia,false,,
project freedom,Project Freedom,Project Freedom,project-freedom,matched,high,wikimedia,false,wikipedia-other,https://fr.wikipedia.org/wiki/Project_Freedom
project gotham racing 3,Project Gotham Racing 3,Project Gotham Racing 3,project-gotham-racing-3,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Project_Gotham_Racing_3
project nomads,Project Nomads,Project Nomads,project-nomads,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Project_Nomads
project snowblind,Project Snowblind,,,unmatched,low,wikimedia,false,,
psychotoxic,Psychotoxic,Psychotoxic,psychotoxic,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Psychotoxic
pulleralarm,Pulleralarm,,,unmatched,low,wikimedia,false,,
punkte display,PUNKTE display,,,unmatched,low,wikimedia,false,,
punktelimit,Punktelimit,,,unmatched,low,wikimedia,false,,
pure pinball,Pure Pinball,,,unmatched,low,wikimedia,false,,
puzzle,Puzzle,Puzzle video game,puzzle-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Puzzle_video_game
pyro tycoon,Pyro Tycoon,,,unmatched,low,wikimedia,false,,
quake 4v 1 04,Quake 4 v 1 04,Quake 4,quake-4,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Quake_4
quake sdk,Quake SDK,,,unmatched,low,wikimedia,false,,
quakev,Quakev,,,unmatched,low,wikimedia,false,,
r ckkehr zur insel,Rückkehr zur Insel,,,unmatched,low,wikimedia,false,,
racing simulation 2,Racing Simulation 2,Racing Simulation 2,racing-simulation-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Racing_Simulation_2
radsport manager pro le tourde france,Radsport Manager Pro Le Tourde France,,,unmatched,low,wikimedia,false,,
radsport manager pro le tourde francev,Radsport Manager Pro Le Tourde Francev,,,unmatched,low,wikimedia,false,,
radsport manager pro saison05 06,Radsport Manager Pro Saison 05 06,,,unmatched,low,wikimedia,false,,
radsport manager2003 2004,Radsport Manager 2003 2004,,,unmatched,low,wikimedia,false,,
ragdoll kung fu,Ragdoll Kung Fu,,,ambiguous,low,wikimedia,false,,
rageclaw online,rageclaw online,,,unmatched,low,wikimedia,false,,
ragnarok,Ragnarok,,,unmatched,low,wikimedia,false,,
rail simulator,Rail Simulator,,,ambiguous,low,wikimedia,false,,
rail simulator upgrade mk1,Rail Simulator Upgrade Mk1,,,unmatched,low,wikimedia,false,,
railroad pioneer,Railroad Pioneer,Railroad Pioneer,railroad-pioneer,matched,high,wikimedia,false,wikipedia-other,https://lld.wikipedia.org/wiki/Railroad_Pioneer
railroad tycoon 2,Railroad Tycoon 2,Railroad Tycoon II,railroad-tycoon-ii,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Railroad_Tycoon_II
rainbow six 4 lockdown,Rainbow Six 4 Lockdown,,,unmatched,low,wikimedia,false,,
rainbow six covert ops e,Rainbow Six Covert Ops E,,,unmatched,low,wikimedia,false,,
rainbow six lockdown,Rainbow Six Lockdown,Tom Clancy's Rainbow Six: Lockdown,tom-clancy-s-rainbow-six-lockdown,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six%3A_Lockdown
rainbow six vegas 2v 1,Rainbow Six Vegas 2 v 1,,,unmatched,low,wikimedia,false,,
rainbow six vegas2v103,Rainbow Six Vegas2v103,,,unmatched,low,wikimedia,false,,
ramka niska,ramka niska,,,unmatched,low,wikimedia,false,,
ramka wstanie,ramka wstanie,,,unmatched,low,wikimedia,false,,
ramka wysoka,ramka wysoka,,,unmatched,low,wikimedia,false,,
ramka wysoka po raz 2,ramka wysoka po raz 2,,,unmatched,low,wikimedia,false,,
rayman raving rabbids,Rayman Raving Rabbids,,,ambiguous,low,wikimedia,false,,
rc cars,RC Cars,RC Cars,rc-cars,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/RC_Cars
reg cleaner,Reg Cleaner,,,unmatched,low,wikimedia,false,,
regnum online,Regnum Online,Champions of Regnum,champions-of-regnum,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Champions_of_Regnum
reise zum zentrum d,Reise zum Zentrum d,,,ambiguous,low,wikimedia,false,,
release camera,release camera,,,ambiguous,low,wikimedia,false,,
renny claus,Renny Claus,,,unmatched,low,wikimedia,false,,
reprobates insel der verdammten,Reprobates Insel der Verdammten,,,ambiguous,low,wikimedia,false,,
reprobates insel der verdammten v 1 3,Reprobates Insel der Verdammten v 1 3,,,ambiguous,low,wikimedia,false,,
reprobates inselder verdammten,Reprobates Inselder Verdammten,,,unmatched,low,wikimedia,false,,
reprobates inselder verdammtenv133,Reprobates Inselder Verdammtenv133,,,unmatched,low,wikimedia,false,,
republic commando,Republic Commando,Star Wars: Republic Commando,star-wars-republic-commando,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars%3A_Republic_Commando
reserved for progress copy,reserved for progress copy,,,unmatched,low,wikimedia,false,,
reserved for status bar,reserved for status bar,,,unmatched,low,wikimedia,false,,
reserved for statusbar,reserved for statusbar,,,unmatched,low,wikimedia,false,,
restricted area,Restricted Area,,,ambiguous,low,wikimedia,false,,
restricted area 1,Restricted Area 1,,,unmatched,low,wikimedia,false,,
restricted area v 1,Restricted Area v 1,,,ambiguous,low,wikimedia,false,,
rettunghelicopter112,Rettunghelicopter 112,,,unmatched,low,wikimedia,false,,
rf online,RF Online,,,unmatched,low,wikimedia,false,,
richard burns rally v 1,Richard Burns Rally v 1,,,unmatched,low,wikimedia,false,,
ridge racer 6,Ridge Racer 6,Ridge Racer 6,ridge-racer-6,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Ridge_Racer_6
right arrow,RIGHT ARROW,,,unmatched,low,wikimedia,false,,
rise fall,Rise Fall,,,ambiguous,low,wikimedia,false,,
rise fall civilizationsat war,Rise Fall Civilizationsat War,,,unmatched,low,wikimedia,false,,
rise fall civilizationsat warv,Rise Fall Civilizationsat Warv,,,unmatched,low,wikimedia,false,,
riseof nations riseof legends,Riseof Nations Riseof Legends,,,unmatched,low,wikimedia,false,,
rising kingdoms,Rising Kingdoms,Rising Kingdoms,rising-kingdoms,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Rising_Kingdoms
rising kingdoms v 1,Rising Kingdoms v 1,Rising Kingdoms,rising-kingdoms,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Rising_Kingdoms
robo rumble,Robo Rumble,Robo Rumble,robo-rumble,matched,high,wikimedia,false,wikipedia-other,https://lld.wikipedia.org/wiki/Robo_Rumble
rockstar gamesprsentiert tischtennis,Rockstar Gamesprsentiert Tischtennis,,,unmatched,low,wikimedia,false,,
rollercoaster tycoon,Rollercoaster Tycoon,RollerCoaster Tycoon (video game),rollercoaster-tycoon-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/RollerCoaster_Tycoon_%28video_game%29
rollercoaster tycoon 3,Rollercoaster Tycoon 3,RollerCoaster Tycoon 3,rollercoaster-tycoon-3,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/RollerCoaster_Tycoon_3
rollercoaster tycoon 3 wild,Rollercoaster Tycoon 3 Wild,,,ambiguous,low,wikimedia,false,,
rollercoaster tycoon 3v 1,Rollercoaster Tycoon 3 v 1,RollerCoaster Tycoon 3,rollercoaster-tycoon-3,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/RollerCoaster_Tycoon_3
romance of the three kingdoms11,Romance of the Three Kingdoms 11,,,ambiguous,low,wikimedia,false,,
romanceofthe three kingdoms,Romanceofthe Three Kingdoms,,,unmatched,low,wikimedia,false,,
rome barbarian invasion,Rome Barbarian Invasion,,,unmatched,low,wikimedia,false,,
rome total war alexander,Rome Total War Alexander,Rome: Total War: Alexander,rome-total-war-alexander,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Rome%3A_Total_War%3A_Alexander
rome total war barbarian invasion v,Rome Total War Barbarian Invasion v,,,ambiguous,low,wikimedia,false,,
rome total war v 1,Rome Total War v 1,Rome: Total War,rome-total-war,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Rome%3A_Total_War
rosso rabbitin trouble,Rosso Rabbitin Trouble,,,unmatched,low,wikimedia,false,,
rpm tuning,RPM Tuning,,,unmatched,low,wikimedia,false,,
rtl winter sports2008 the ultimate challenge,RTL Winter Sports 2008 The Ultimate Challenge,,,unmatched,low,wikimedia,false,,
rtlbiathlon2008,RTLBiathlon2008,,,unmatched,low,wikimedia,false,,
rtlracing team manager,RTLRacing Team Manager,,,unmatched,low,wikimedia,false,,
rtlskispringen,RTLSkispringen,,,unmatched,low,wikimedia,false,,
rtlwinter sports2008 the ultimate challenge,RTLWinter Sports2008 The Ultimate Challenge,,,unmatched,low,wikimedia,false,,
runaway 2,Runaway 2,Runaway 2: The Dream of the Turtle,runaway-2-the-dream-of-the-turtle,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Runaway_2%3A_The_Dream_of_the_Turtle
runaway the dreamofthe turtle,Runaway The Dreamofthe Turtle,,,unmatched,low,wikimedia,false,,
rundenlimit,Rundenlimit,,,unmatched,low,wikimedia,false,,
rundenzeit,Rundenzeit,,,unmatched,low,wikimedia,false,,
runesof magic,Runesof Magic,,,unmatched,low,wikimedia,false,,
rush for berlin,Rush for Berlin,Rush for Berlin,rush-for-berlin,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Rush_for_Berlin
rushfor berlin,Rushfor Berlin,,,unmatched,low,wikimedia,false,,
rushfor berlinv,Rushfor Berlinv,,,unmatched,low,wikimedia,false,,
sacred,Sacred,Sacred (video game),sacred-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Sacred_%28video_game%29
sacred 2 fallen angel,Sacred 2 - Fallen Angel,Sacred 2: Fallen Angel,sacred-2-fallen-angel,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Sacred_2%3A_Fallen_Angel
saint s row,Saint's Row,,,ambiguous,low,wikimedia,false,,
santa claus in trouble,Santa Claus in Trouble,Q108371396,q108371396,matched,high,wikimedia,false,wikidata,https://www.wikidata.org/wiki/Q108371396
santa clausin trouble,Santa Clausin Trouble Gold,,,unmatched,low,wikimedia,false,,
sataan,Sataan,,,unmatched,low,wikimedia,false,,
sataan das spiel v 1,Sataan Das Spiel v 1,,,unmatched,low,wikimedia,false,,
savage atortured soul,Savage ATortured Soul,,,unmatched,low,wikimedia,false,,
save kolchez a21 22 22 2002 10 22,Save Kolchez'a 21:22:22 2002 10 22,,,unmatched,low,wikimedia,false,,
schatten,Schatten,,,ambiguous,low,wikimedia,false,,
schiff simulator,Schiff Simulator,,,unmatched,low,wikimedia,false,,
schiffe versenken,Schiffe versenken,,,ambiguous,low,wikimedia,false,,
schlacht um mittelerde 1,Schlacht um Mittelerde 1,,,unmatched,low,wikimedia,false,,
schnappi das kl,Schnappi Das kl,,,unmatched,low,wikimedia,false,,
schnappi das kleine krokodil xs,Schnappi Das kleine Krokodil XS,,,unmatched,low,wikimedia,false,,
schwierigkeitsgrad,Schwierigkeitsgrad,,,ambiguous,low,wikimedia,false,,
scorched 3d,Scorched 3 D,,,unmatched,low,wikimedia,false,,
scrapland,Scrapland,,,unmatched,low,wikimedia,false,,
scratches,Scratches,,,ambiguous,low,wikimedia,false,,
sea wolves,Sea Wolves,,,unmatched,low,wikimedia,false,,
second sight,Second Sight,,,ambiguous,low,wikimedia,false,,
sensible soccer,Sensible Soccer,,,unmatched,low,wikimedia,false,,
sentinel verborg,Sentinel Verborg,,,unmatched,low,wikimedia,false,,
serious sam 2,Serious Sam 2,Serious Sam II,serious-sam-ii,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Serious_Sam_II
shade zorn der engel,Shade Zorn der Engel,,,unmatched,low,wikimedia,false,,
shadow company,Shadow Company,Shadow Company,shadow-company,matched,high,wikimedia,false,wikipedia-other,https://ru.wikipedia.org/wiki/Shadow_Company
shadow man,Shadow Man,Shadow Man (video game),shadow-man-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Shadow_Man_%28video_game%29
shadow ops red mercury,Shadow Ops Red Mercury,Shadow Ops: Red Mercury,shadow-ops-red-mercury,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Shadow_Ops%3A_Red_Mercury
shadowgrounds,Shadowgrounds,,,unmatched,low,wikimedia,false,,
shadowgrounds leveleditor,Shadowgrounds Leveleditor,,,unmatched,low,wikimedia,false,,
sheep,Sheep,,,unmatched,low,wikimedia,false,,
sherlock holmes,Sherlock Holmes,,,ambiguous,low,wikimedia,false,,
sherlock holmes das geheimnisdessilbernen ohrrings,Sherlock Holmes Das Geheimnisdessilbernen Ohrrings,,,unmatched,low,wikimedia,false,,
sherlock holmes die spur der erwachten remastered,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,,,unmatched,low,wikimedia,false,,
shield launch,Demo Shield Launch,,,unmatched,low,wikimedia,false,,
shoot the roach,Shoot the Roach,,,unmatched,low,wikimedia,false,,
shop basket,shop basket,,,unmatched,low,wikimedia,false,,
shop client,shop client,,,unmatched,low,wikimedia,false,,
shop vendor,shop vendor,,,unmatched,low,wikimedia,false,,
shot online,Shot Online,Shot Online,shot-online,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Shot_Online
show athletics,Show Athletics,,,unmatched,low,wikimedia,false,,
show gewehre,Show GEWEHRE,,,unmatched,low,wikimedia,false,,
show gewehrexp needed,Show GEWEHRExp Needed,,,unmatched,low,wikimedia,false,,
show kampf,Show KAMPF,,,unmatched,low,wikimedia,false,,
show kampfexp needed,Show KAMPFExp Needed,,,unmatched,low,wikimedia,false,,
show kraftexp needed,Show KRAFTExp Needed,,,unmatched,low,wikimedia,false,,
show machinenpistolen,Show MACHINENPISTOLEN,,,unmatched,low,wikimedia,false,,
show machinenpistolenxp needed,Show MACHINENPISTOLENxp Needed,,,unmatched,low,wikimedia,false,,
show nahkampf,Show NAHKAMPF,,,unmatched,low,wikimedia,false,,
show nahkampfexp needed,Show NAHKAMPFExp Needed,,,unmatched,low,wikimedia,false,,
show pistolen,Show PISTOLEN,,,unmatched,low,wikimedia,false,,
show pistolenexp needed,Show PISTOLENExp Needed,,,unmatched,low,wikimedia,false,,
show schottflinten,Show SCHOTTFLINTEN,,,unmatched,low,wikimedia,false,,
show schottflintenxp needed,Show SCHOTTFLINTENxp Needed,,,unmatched,low,wikimedia,false,,
show tarnung,Show TARNUNG,,,unmatched,low,wikimedia,false,,
show tarnungexp needed,Show TARNUNGExp Needed,,,unmatched,low,wikimedia,false,,
show technik,Show TECHNIK,,,unmatched,low,wikimedia,false,,
show technikxp needed,Show TECHNIKxp Needed,,,unmatched,low,wikimedia,false,,
sid meier s civilization 4 fall from heaven 2 0,Sid Meier's Civilization 4 - Fall from Heaven 2 0,,,unmatched,low,wikimedia,false,,
sid meier s pirates,Sid Meier's Pirates!,,,ambiguous,low,wikimedia,false,,
sid meiers railroads,Sid Meiers Railroads,,,unmatched,low,wikimedia,false,,
siedler das erbe der k nige,Siedler Das Erbe der Könige,,,ambiguous,low,wikimedia,false,,
siege of avalon,Siege of Avalon,Siege of Avalon,siege-of-avalon,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Siege_of_Avalon
silencer 0,silencer 0,,,ambiguous,low,wikimedia,false,,
silencer 1,silencer 1,,,unmatched,low,wikimedia,false,,
silencer 2,silencer 2,,,unmatched,low,wikimedia,false,,
silent hunter 3,Silent Hunter 3,Silent Hunter III,silent-hunter-iii,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Silent_Hunter_III
silent hunter 3v 1,Silent Hunter 3 v 1,Silent Hunter III,silent-hunter-iii,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Silent_Hunter_III
silver wings,Silver Wings,,,ambiguous,low,wikimedia,false,,
